ID,Sentence,VALIDITY
17948,"jveux aller De ['besancon', 'besançon', 'besanc', 'besan'] A ['saint etienne', 'saint-étienne', 'st etienne', 'st-étienne']",VALID
17949,De  brest  Vers  Villeneuve-d'ascq,VALID
17950,"['geneve', 'genève', 'gen', 'gene'] → albi",VALID
17951,chui a Courbevoie je dois aller sur Auch,VALID
17952,jveux Un Train pour Niort Depuis dax,VALID
17953,aller a Brive-la-Gaillarde depuis colmar,VALID
17954,"billet ['pau', 'Pau', 'pauu', 'pa'] belfort 📍",VALID
17955,depuis montauban direction tarbes,VALID
17956,arrivée bruxelles départ metz,VALID
17957,troyes → lille,VALID
17958,train Villeneuve-d'Ascq Sartrouville,VALID
17959,aller  simple   de   Colmar   à   Cannes,VALID
17960,je dois aller à Avignon depuis Brest pour voir ma mère,VALID
17961,depuis Vannes direction Colmar,VALID
17962,"JE  DOIS  ALLER  À  ['TOURS',  'TOURS',  'TOUR',  'TOURSSE']  EN  PARTANT  DE  HENDAYE",VALID
17963,arcachon -> cahors,VALID
17964,DONNE MOI UN TRAJET DE VINCENNES À CHÂTEAUROUX,VALID
17965,VOYAGE TOURCOING VANNES,VALID
17966,Bourges → Annecy,VALID
17967,JVEUX UN TRAIN POUR AMIENS DEPUIS CERGY,VALID
17968,comment  aller  a  Bor de aux   de puis  Niort,VALID
17969,train Reims Mulhouse,VALID
17970,je cherche un train de Périgueux à Tarbes,VALID
17971,"train cergy ['strasbourg', 'strasbourg', 'strasbour', 'strasburg'] avec mes bagages",VALID
17972,"j'ai besoin d'aller de Lorient a ['grenoble', 'Grenoble', 'grenoblle', 'grenob']",VALID
17973,je veux rejoindre vincennes depuis le mans,VALID
17974,DEP BELFORT ARR SARLAT-LA-CANÉDA,VALID
17975,JE CHERCHE UN TRAIN DE CERGY À LE HAVRE,VALID
17976,J'AIMERAIS ALLER DE BLOIS JUSQU'A RODEZ,VALID
17977,"['montpelié', 'montpellier', 'montpelier', 'montpel'] > ['biarritz', 'biarritz', 'biaritz', 'biar']",VALID
17978,train auxerre vannes stp,VALID
17979,Train cergy agen,VALID
17980,DE  VALENCE  VERS  MARSEILLE,VALID
17981,JE  PARS  DE  PESSAC  POUR  REJOINDRE  VANNES,VALID
17982,je veux rejoindre saint-jean-de-luz depuis gap,VALID
17983,je pars de Grenoble arrivee Drancy,VALID
17984,j'ai besoin d'aller De colmar A pessac,VALID
17985,📍  billet  Moulins  périgueux  pour  un  rdv,VALID
17986,peux-tu me calculer un trajet antony rennes,VALID
17987,comment aller a Moulins depuis Rennes,VALID
17988,je pars de Meaux arrivée Saint-Denis 🚂,VALID
17989,BREST LE HAVRE,VALID
17990,"direction ['lille', 'lille', 'lil', 'lillee'] depuis alès",VALID
17991,aller a Lyon depuis antibes,VALID
17992,TRAIN TROYES BIARRITZ,VALID
17993,je veux aller de carcassonne à Vincennes demain matin,VALID
17994,voyage Tours Troyes,VALID
17995,"['grenoble', 'grenoble', 'grenoblle', 'grenob'] sarlat-la-canéda svp",VALID
17996,"voyage versailles ['dunkerque', 'dunkerque', 'dunk', 'dun']",VALID
17997,Mende -> Cergy,VALID
17998,j'aimerais aller de mont-de-marsan jusqu'a creteil,VALID
17999,voyage albi merignac,VALID
18000,aller a le havre Depuis brive-la-gaillarde,VALID
18001,JE  VAIS  DE  BORDEAUX  A  DRANCY,VALID
18002,"je Veux un train ['nice', 'nice', 'nise', 'niss'] > tourcoing 🎫",VALID
18003,ALLER DE TOURCOING À PESSAC EN PASSANT PAR NICE,VALID
18004,billet créteil Neuilly-sur-Seine,VALID
18005,"ALLER DE LAVAL A ['BREST', 'BREST', 'BRESTT', 'BRES']",VALID
18006,comment  me  rendre  A  brive-la-gaillar de   Depuis  Troyes,VALID
18007,je dois aller a Gap en partant de Libourne,VALID
18008,depart Nîmes dest Sète,VALID
18009,donne moi un trajet de Évreux à Clamart,VALID
18010,"je pars de metz pour rejoindre ['cannes', 'cannes', 'cann', 'can'] 🚂",VALID
18011,arles figueres svp,VALID
18012,train Périgueux Brive-la-Gaillarde stp,VALID
18013,aller de Saint-Denis à Bergerac en passant par Champigny-sur-Marne,VALID
18014,"de ['geneve', 'genève', 'gen', 'gene'] vers laval",VALID
18015,aller a Amiens depuis Lausanne,VALID
18016,ALLER DE NICE À PRIVAS,VALID
18017,quel train existe entre clichy et nevers,VALID
18018,"JVEUX UN TRAIN POUR ['NIMES', 'NÎMES', 'NIME', 'NIM'] DEPUIS BÉZIERS",VALID
18019,jveux aller de périgueux a roubaix,VALID
18020,je veux un train nanterre > Chartres,VALID
18021,"aller   de   laval  a  ['toulousse',  'toulouse',  'toulouze',  'toulouz']",VALID
18022,HYÈRES FOIX SVP,VALID
18023,on part d'où pour aller à pessac,VALID
18024,aller simple de Le Mans à Lorient,VALID
18025,arrivée  Montauban  départ  Laval,VALID
18026,"JE DOIS ALLER A BESANCON DEPUIS ['CANNES', 'CANNES', 'CANN', 'CAN'] POUR VOIR MA MERE",VALID
18027,quel train existe entre Caen et Saint-Jean-de-Luz,VALID
18028,j'ai besoin d'aller de Reims a Sarlat-la-Canéda,VALID
18029,mende - champigny-sur-marne,VALID
18030,j'aimerais aller de La Seyne-sur-Mer jusqu'à Narbonne,VALID
18031,Paris -> Évry,VALID
18032,La Seyne-sur-Mer > Mont-de-Marsan,VALID
18033,ALLER DE ALBI À GRENOBLE EN PASSANT PAR PERPIGNAN,VALID
18034,arrivée Clichy départ châlons-en-champagne,VALID
18035,bobigny albi,VALID
18036,arrivee  privas   de part  Champigny-sur-Marne,VALID
18037,"j'ai Besoin d'aller de narbonne a ['le mans', 'le mans', 'mans', 'man']",VALID
18038,je vais de Rouen a Brest,VALID
18039,je dois aller a Colmar depuis Angers pour voir ma mere,VALID
18040,aller  a  alès   de puis  antony  🚆,VALID
18041,je veux rejoindre angers depuis auxerre,VALID
18042,🚆 comment aller a sartrouville depuis Tarbes,VALID
18043,"Je Dois aller A mont-de-marsan depuis ['angers', 'angers', 'anger', 'ang'] pour Voir ma mere 📍",VALID
18044,dep Besancon arr Sarlat-la-Caneda,VALID
18045,"['tours', 'Tours', 'tour', 'toursse'] Foix svp 🚆",VALID
18046,"depuis nice jusqu'à ['rouen', 'rouen', 'rouenn', 'rou']",VALID
18047,arrivee figeac depart antibes,VALID
18048,comment aller a carcassonne depuis hyères,VALID
18049,je cherche Un Train De Châlons-en-champagne À carcassonne,VALID
18050,de part  figueres   de st  gap,VALID
18051,COMMENT ME RENDRE À BAYONNE DEPUIS AMIENS,VALID
18052,"tourcoing -> ['marseile', 'marseille', 'marseil', 'marseylle']",VALID
18053,je souhaite me rendre à Drancy depuis Alès,VALID
18054,dunkirk  albi,VALID
18055,jveux aller de Privas a Perpignan 🚆,VALID
18056,j'ai besoin d'aller de Châlons-en-Champagne a Moulins,VALID
18057,je veux aller de Nantes à Nanterre,VALID
18058,"chui a ['marseile', 'marseille', 'marseil', 'marseylle'] je dois aller sur Colmar",VALID
18059,"je souhaite me rendre à Cannes depuis ['dunkerque', 'Dunkerque', 'dunk', 'dun']",VALID
18060,depuis châteauroux jusqu'à courbevoie,VALID
18061,DEP MILLAU ARR ALBI,VALID
18062,"peux-tu  me  trouver  un  train   de   ['tours',  'tours',  'tour',  'toursse']   à   ['valence',  'valence',  'valenc',  'val']",VALID
18063,train creteil metz avec mes bagages,VALID
18064,train Mont-de-Marsan Tourcoing stp,VALID
18065,"['brest', 'Brest', 'brestt', 'bres'] Pessac svp",VALID
18066,dep Belfort arr Toulon,VALID
18067,jveux un train pour vannes depuis Bobigny,VALID
18068,je dois aller à chartres en partant de nice,VALID
18069,"je veux rejoindre ['bayonne', 'Bayonne', 'bayonn', 'bay'] depuis Versailles",VALID
18070,billet Lille Dunkirk,VALID
18071,"TRAIN ['PAU', 'PAU', 'PAUU', 'PA'] VALENCE AVEC MES BAGAGES",VALID
18072,je dois aller à Grasse depuis Troyes pour voir ma mère,VALID
18073,🚂 arrivee Nantes depart albi,VALID
18074,🚆 luxembourg > auxerre,VALID
18075,je pars de Foix pour rejoindre Orléans,VALID
18076,"comment aller a Fontenay-sous-Bois depuis ['nantes', 'Nantes', 'nante', 'nant']",VALID
18077,comment aller a issy-les-moulineaux depuis mulhouse,VALID
18078,billet hendaye moulins pour un rdv,VALID
18079,"aller   de   ['bruxelles',  'Bruxelles',  'brux',  'bruxel']   à   Nevers",VALID
18080,je dois aller à Mérignac depuis Marseille pour voir ma mère,VALID
18081,train Libourne Perpignan,VALID
18082,billet brive-la-gaillarde metz pour un rdv,VALID
18083,train Amiens Neuilly-sur-Seine,VALID
18084,"peux-tu me trouver un train de ['reims', 'Reims', 'reim', 'reimss'] à Créteil",VALID
18085,trajet depuis Castres vers Orléans,VALID
18086,je pars de digne-les-bains pour rejoindre fontenay-sous-bois,VALID
18087,"🚆 donne moi un trajet de ['grenoble', 'grenoble', 'grenoblle', 'grenob'] à drancy",VALID
18088,JE SOUHAITE ME RENDRE À NEUILLY-SUR-SEINE DEPUIS SAINT-DENIS,VALID
18089,ALLER DE SAINT-DENIS À CAEN,VALID
18090,"aller de ['nancy', 'nancy', 'nancie', 'nanc'] à ['bordo', 'bordeaux', 'bordaux', 'bordoeux']",VALID
18091,je veux aller de sartrouville a mont-de-marsan demain matin,VALID
18092,"peux-tu me trouver un train de Antony à ['rouen', 'Rouen', 'rouenn', 'rou']",VALID
18093,je vais de privas à Neuilly-sur-Seine,VALID
18094,dep laval arr figeac,VALID
18095,aller a Colmar depuis Lorient,VALID
18096,"trajet ['reims', 'Reims', 'reim', 'reimss'] Tourcoing pour ce soir",VALID
18097,itineraire Geneve Nantes,VALID
18098,direction Digne-les-Bains depuis Montpellier,VALID
18099,arrivée Castres départ Briançon,VALID
18100,"de ['cannes', 'cannes', 'cann', 'can'] Vers metz",VALID
18101,comment  me  rendre  a  hyeres   de puis  sarlat-la-caneda,VALID
18102,"je dois aller à ['rouen', 'rouen', 'rouenn', 'rou'] depuis nanterre pour voir ma mère",VALID
18103,je  veux  aller   de   Châteauroux   à   Hendaye,VALID
18104,billet Nancy Villeurbanne,VALID
18105,Nancy → Briancon,VALID
18106,je veux rejoindre mérignac depuis Laval 📍,VALID
18107,TRAIN SARTROUVILLE MARSEILLE STP,VALID
18108,"je cherche Un Train de albi à ['reims', 'reims', 'reim', 'reimss']",VALID
18109,JE DOIS ALLER À TROYES DEPUIS LA ROCHELLE POUR VOIR MA MÈRE,VALID
18110,comment me rendre à Drancy depuis Lyon,VALID
18111,train Auch Toulon avec mes bagages,VALID
18112,aller simple de créteil à agen,VALID
18113,je voudrais aller de Carcassonne à Saint-Étienne,VALID
18114,je cherche un train de Bruxelles à Bourges,VALID
18115,"peux-tu  me  trouver  un  train   de   marseille   à   ['lyon',  'lyon',  'lyonn',  'lion']  🚆",VALID
18116,j'ai besoin d'aller de Périgueux a Le Mans,VALID
18117,"direction ['nimes', 'nîmes', 'nime', 'nim'] depuis auch",VALID
18118,Grenoble Vannes svp,VALID
18119,"billet mulhouse ['luxembourg', 'luxembourg', 'lux', 'luxemb']",VALID
18120,"chui a bergerac Je dois aller sur ['pau', 'pau', 'pauu', 'pa']",VALID
18121,trajet la rochelle orléans pour ce soir,VALID
18122,billet bordeaux laval,VALID
18123,je  souhaite  me  rendre   à   Besançon   de puis  Tours,VALID
18124,"🚆  je  dois  aller  a  Champigny-sur-Marne  en  partant   de   ['pau',  'Pau',  'pauu',  'pa']",VALID
18125,"je dois aller à ['cannes', 'cannes', 'cann', 'can'] depuis orléans pour voir ma mère",VALID
18126,"de hendaye vers ['mulhouse', 'mulhouse', 'mulhous', 'mulh']",VALID
18127,billet Dijon aix-en-provence pour Un rdv,VALID
18128,itinéraire Cannes Bruxelles,VALID
18129,JE DOIS ALLER A RUEIL-MALMAISON DEPUIS CALAIS POUR VOIR MA MERE,VALID
18130,JE VOUDRAIS ALLER DE BESANÇON À AIX-EN-PROVENCE,VALID
18131,Quel train Existe Entre mérignac et gourdon,VALID
18132,quels trains sont Dispo de tours vers Figueres,VALID
18133,j'aimerais aller de Lille jusqu'à Bruxelles,VALID
18134,chui a Villeurbanne je dois aller sur Boulogne-Billancourt,VALID
18135,PEUX-TU ME TROUVER UN TRAIN DE LAVAL À ÉVRY,VALID
18136,Antibes > Saint-Denis,VALID
18137,DEPUIS ROUEN JUSQU'À BLOIS,VALID
18138,je souhaite me rendre à Bruxelles depuis Dunkirk,VALID
18139,itinéraire villeurbanne mérignac 💨,VALID
18140,je dois aller à Alès depuis Belfort pour voir ma mère,VALID
18141,de sartrouville vers Bayonne,VALID
18142,je veux quitter Lille pour aller à Figeac,VALID
18143,je veux aller de lyon à saint-jean-de-luz,VALID
18144,📍 billet Saint-Étienne Champigny-sur-Marne pour un rdv,VALID
18145,"aller de Lausanne à ['nimes', 'nîmes', 'nime', 'nim'] en passant par Clichy",VALID
18146,aller simple de Bordeaux à Pessac,VALID
18147,Perpignan → Rennes,VALID
18148,"jveux aller de ['caen', 'caen', 'caenn', 'can'] a hyères",VALID
18149,🚆 voyage lausanne laval,VALID
18150,comment aller a le mans depuis lille,VALID
18151,direction Limoges depuis Caen,VALID
18152,"direction Fontenay-sous-Bois depuis ['avignon', 'Avignon', 'avignonn', 'avign']",VALID
18153,"TRAIN FOIX ['LILLE', 'LILLE', 'LIL', 'LILLEE'] STP",VALID
18154,Clermont-Ferrand → blois,VALID
18155,💨 aller a Narbonne depuis Tarbes,VALID
18156,📍 Créteil Châlons-en-Champagne svp,VALID
18157,j'ai besoin d'aller de pessac a lorient,VALID
18158,neuilly-sur-seine > bordeaux,VALID
18159,"je veux aller de Saint-Étienne à ['mulhouse', 'Mulhouse', 'mulhous', 'mulh']",VALID
18160,je veux aller de vannes à digne-les-bains,VALID
18161,🚆 Billet villeurbanne clichy pour un rdv,VALID
18162,aller a Montpellier depuis Marseille,VALID
18163,je pars de lausanne pour rejoindre sète 💨,VALID
18164,🚆 peux-tu me calculer un trajet gap arcachon,VALID
18165,je Voudrais Aller De sète à Aix-en-provence,VALID
18166,je voudrais Aller De arles À belfort,VALID
18167,je veux un train figeac > carcassonne,VALID
18168,"💨 train ['cannes', 'Cannes', 'cann', 'can'] Limoges",VALID
18169,je vais de fontenay-sous-bois à villeurbanne,VALID
18170,je souhaite me rendre à Briançon depuis Boulogne-Billancourt,VALID
18171,aller de briançon à sarlat-la-canéda,VALID
18172,"JE VEUX QUITTER ['ORLEANS', 'ORLÉANS', 'ORLEAN', 'ORLÉAN'] POUR ALLER À GOURDON",VALID
18173,"je dois aller à ['clermont ferrand', 'clermont-ferrand', 'clermont', 'clerm'] depuis Saint-Jean-de-Luz pour voir ma mère",VALID
18174,💨 dep bergerac arr valence,VALID
18175,peux-tu me trouver un train de Auch à chartres,VALID
18176,"je  voudrais  aller   de   Ro de z  a  ['cannes',  'Cannes',  'cann',  'can']",VALID
18177,Jveux aller De le mans A perigueux,VALID
18178,"ALLER DE STRASBOURG A ['PERPIGNAN', 'PERPIGNAN', 'PERPIGN', 'PERP']",VALID
18179,"['bordo', 'bordeaux', 'bordaux', 'bordoeux'] → Angers",VALID
18180,train  Lille  Grasse,VALID
18181,"je veux un train ['valence', 'Valence', 'valenc', 'val'] > Sarlat-la-Canéda",VALID
18182,donne moi un trajet de Grasse a Agen,VALID
18183,"je vais de bourges à ['marseile', 'marseille', 'marseil', 'marseylle']",VALID
18184,je veux un train châteauroux > Fontenay-sous-Bois,VALID
18185,PEUX-TU ME TROUVER UN TRAIN DE MONTPELLIER À GRASSE,VALID
18186,je cherche Un Train de mérignac à Colmar,VALID
18187,arrivée avignon départ nîmes,VALID
18188,vannes nevers,VALID
18189,peux-tu me calculer un trajet Mulhouse drancy,VALID
18190,je pars de versailles pour rejoindre metz,VALID
18191,"TRAIN LILLE ['ANGERS', 'ANGERS', 'ANGER', 'ANG'] AVEC MES BAGAGES",VALID
18192,"['rennes', 'rennes', 'renne', 'ren'] → foix",VALID
18193,dep Pau arr Nice,VALID
18194,"PEUX-TU ME CALCULER UN TRAJET COURBEVOIE ['MARSEILE', 'MARSEILLE', 'MARSEIL', 'MARSEYLLE'] ✈️",VALID
18195,"depuis ['bordo', 'bordeaux', 'bordaux', 'bordoeux'] jusqu'à Paris",VALID
18196,dep foix arr mont-de-marsan,VALID
18197,"je veux un train ['brest', 'Brest', 'brestt', 'bres'] > Chartres",VALID
18198,je souhaite me rendre à belfort depuis Clichy,VALID
18199,"depart ['annecy', 'annecy', 'anneci', 'anne'] dest ['saint etienne', 'saint-étienne', 'st etienne', 'st-étienne'] 🚆",VALID
18200,billet bobigny figueres,VALID
18201,itinéraire la rochelle antibes,VALID
18202,"je dois aller À rouen en partant de ['rennes', 'rennes', 'renne', 'ren']",VALID
18203,arrivée luxembourg départ nancy,VALID
18204,itinéraire agen caen,VALID
18205,depart Millau dest Tarbes 🎫,VALID
18206,ARRIVÉE  LAVAL  DÉPART  BELFORT,VALID
18207,jveux un train pour cergy depuis Perpignan,VALID
18208,aller de Briancon a Narbonne,VALID
18209,"voyage ['dunkerque', 'dunkerque', 'dunk', 'dun'] bergerac",VALID
18210,✈️ nanterre pau,VALID
18211,aller de Niort à Drancy,VALID
18212,itinéraire metz Montauban,VALID
18213,jveux aller de bourges a hyères,VALID
18214,on part D'où pour aller À Bayonne,VALID
18215,donne moi un trajet de Bergerac à Metz,VALID
18216,🚄 j'ai besoin d'aller de Nîmes a Brive-la-Gaillarde,VALID
18217,train Avignon Rueil-Malmaison avec mes bagages,VALID
18218,"peux-tu me trouver un train de Gap à ['lyon', 'Lyon', 'lyonn', 'lion']",VALID
18219,quel train existe entre boulogne-billancourt et castres 💨,VALID
18220,BOBIGNY COURBEVOIE SVP,VALID
18221,belfort toulouse svp,VALID
18222,"je vais de Perpignan à ['annecy', 'Annecy', 'anneci', 'anne']",VALID
18223,DEPART FIGEAC DEST AIX-EN-PROVENCE,VALID
18224,quel train existe entre creteil et beziers,VALID
18225,"je vais de ['rennes', 'rennes', 'renne', 'ren'] a dax",VALID
18226,TRAIN CLERMONT-FERRAND ARLES,VALID
18227,💨 arrivée Colmar départ Nancy,VALID
18228,DEP TOURCOING ARR AMIENS,VALID
18229,de p  Reims  arr  Chartres,VALID
18230,de   courbevoie   à   digne-les-bains,VALID
18231,"🚄  calais  ->  ['tours',  'tours',  'tour',  'toursse']",VALID
18232,direction clichy depuis bobigny,VALID
18233,direction Bobigny depuis Narbonne,VALID
18234,ALLER A NÎMES DEPUIS SÈTE,VALID
18235,je veux aller de figueres à Briançon demain matin,VALID
18236,ALLER A NANTES DEPUIS FIGUERES,VALID
18237,Aller Simple De Le havre a Tourcoing,VALID
18238,de Auch vers Hendaye,VALID
18239,jveux Aller de Mulhouse a Dijon,VALID
18240,je souhaite me rendre à hyères depuis poitiers,VALID
18241,on part d'où pour aller à Agen 🚂,VALID
18242,"voyage ['besancon', 'besançon', 'besanc', 'besan'] Bordeaux",VALID
18243,peux-tu me trouver un train de Bobigny à Villeurbanne ✈️,VALID
18244,"depart ['rennes', 'Rennes', 'renne', 'ren'] dest Nanterre",VALID
18245,"châlons-en-champagne - ['geneve', 'genève', 'gen', 'gene']",VALID
18246,dep Lausanne arr Villeneuve-d'Ascq,VALID
18247,jveux un train pour laval depuis Carcassonne,VALID
18248,"💨 DIRECTION BLOIS DEPUIS ['PAU', 'PAU', 'PAUU', 'PA']",VALID
18249,"trajet depuis Courbevoie vers ['nice', 'Nice', 'nise', 'niss']",VALID
18250,depuis Bruxelles direction Courbevoie,VALID
18251,voyage Saint-Étienne Champigny-sur-Marne,VALID
18252,trajet  montauban  colmar  pour  ce  soir,VALID
18253,voyage Rennes Angers,VALID
18254,J'AI BESOIN D'ALLER DE ÉVRY A LIMOGES,VALID
18255,je  voudrais  aller   de   Pantin  a  beziers,VALID
18256,"je veux un train ['marseile', 'marseille', 'marseil', 'marseylle'] > meaux",VALID
18257,"trajet depuis ['calais', 'Calais', 'calai', 'cal'] vers rodez",VALID
18258,itinéraire briançon neuilly-sur-seine,VALID
18259,auch brest Svp,VALID
18260,"chui a ['le mans', 'Le Mans', 'mans', 'man'] je dois aller sur Mulhouse",VALID
18261,donne moi un trajet de privas à roubaix,VALID
18262,"direction ['avignon', 'Avignon', 'avignonn', 'avign'] depuis Caen",VALID
18263,"je veux un train ['caen', 'Caen', 'caenn', 'can'] > Figeac",VALID
18264,"Donne moi Un Trajet de Arles à ['nancy', 'nancy', 'nancie', 'nanc']",VALID
18265,"depuis Bordeaux jusqu'à ['luxembourg', 'Luxembourg', 'lux', 'luxemb']",VALID
18266,Gap - Rueil-Malmaison,VALID
18267,"direction Perpignan depuis ['lyon', 'Lyon', 'lyonn', 'lion'] 🎫",VALID
18268,PEUX-TU ME TROUVER UN TRAIN DE DRANCY À SÈTE,VALID
18269,"PRIVAS ['NIMES', 'NIMES', 'NIME', 'NIM']",VALID
18270,de puis  antony  jusqu' à   lorient,VALID
18271,"jveux aller de Versailles a ['nimes', 'nîmes', 'nime', 'nim']",VALID
18272,dep Merignac arr Antony,VALID
18273,Quel train existe Entre Mulhouse et briançon,VALID
18274,"billet  ['nancy',  'nancy',  'nancie',  'nanc']  antibes",VALID
18275,j'ai besoin d'aller de avignon a alès,VALID
18276,je pars de Troyes arrivée briançon,VALID
18277,✈️ trajet hendaye Arles pour ce soir,VALID
18278,Sete Laval,VALID
18279,JE VEUX ALLER DE COURBEVOIE À ÉVREUX,VALID
18280,billet amiens albi pour un rdv,VALID
18281,VOYAGE VINCENNES FOIX,VALID
18282,je cherche un train de La Rochelle à Clichy,VALID
18283,JE VEUX QUITTER CLICHY POUR ALLER À CHÂLONS-EN-CHAMPAGNE,VALID
18284,on part d'où pour aller à Limoges,VALID
18285,voyage antony La Seyne-sur-Mer,VALID
18286,"🚆 hyères > ['pariis', 'paris', 'Pari', 'parri']",VALID
18287,billet Montauban Narbonne pour un rdv,VALID
18288,train Meaux hendaye stp,VALID
18289,🚂 arrivée Castres départ Agen,VALID
18290,DONNE MOI UN TRAJET DE FOIX À ANGERS,VALID
18291,dep Nancy arr sarlat-la-canéda,VALID
18292,DE REIMS VERS MILLAU,VALID
18293,je veux aller de Castres à Versailles demain matin,VALID
18294,je veux quitter Caen pour aller à Auch,VALID
18295,JVEUX UN TRAIN POUR GAP DEPUIS VANNES,VALID
18296,aller a Drancy depuis narbonne,VALID
18297,colmar - creteil,VALID
18298,j'aimerais  aller   de   Courbevoie  jusqu' à   Amiens,VALID
18299,Nevers -> Antony,VALID
18300,aller simple de arcachon à briançon,VALID
18301,je veux quitter orléans pour aller à bobigny,VALID
18302,je veux aller de le mans a cahors,VALID
18303,"JE CHERCHE UN TRAIN DE ['SAINT ETIENNE', 'SAINT-ETIENNE', 'ST ETIENNE', 'ST-ETIENNE'] A AGEN",VALID
18304,"comment  aller  a  ['rennes',  'Rennes',  'renne',  'ren']   de puis  Champigny-sur-Marne  ✈️",VALID
18305,je souhaite me rendre à bobigny depuis alès,VALID
18306,je Cherche un Train de Vannes À hyères,VALID
18307,comment me rendre à Tarbes depuis figeac,VALID
18308,"je pars de Antibes arrivée ['poitiers', 'Poitiers', 'poitier', 'poit']",VALID
18309,je cherche un train de Clermont-Ferrand à Laval,VALID
18310,"de périgueux vers ['tours', 'tours', 'tour', 'toursse']",VALID
18311,DONNE MOI UN TRAJET DE FIGEAC À CLAMART,VALID
18312,"j'ai besoin d'aller de ['brest', 'Brest', 'brestt', 'bres'] a Antibes",VALID
18313,dep béziers arr Rouen,VALID
18314,je veux quitter angers pour aller à rennes,VALID
18315,"je pars de ['besancon', 'besancon', 'besanc', 'besan'] arrivee Nevers",VALID
18316,voyage Niort Castres,VALID
18317,"je voudrais aller de ['lyon', 'Lyon', 'lyonn', 'lion'] à Belfort",VALID
18318,train La Rochelle Amiens,VALID
18319,peux-tu  me  calculer  un  trajet  hyères  agen,VALID
18320,"trajet ['toulon', 'toulon', 'toulonn', 'toul'] besançon pour ce soir",VALID
18321,je veux quitter hendaye pour aller à courbevoie,VALID
18322,"peux-tu me trouver Un train de bobigny a ['saint Etienne', 'saint-etienne', 'st Etienne', 'st-etienne']",VALID
18323,Lausanne Montauban,VALID
18324,aller de Sartrouville à Alès,VALID
18325,"je  pars   de   ['nice',  'nice',  'nise',  'niss']  pour  rejoindre  belfort",VALID
18326,"DE ANNECY VERS ['GRENOBLE', 'GRENOBLE', 'GRENOBLLE', 'GRENOB']",VALID
18327,ITINÉRAIRE FOIX ANNECY,VALID
18328,je dois aller à aix-en-provence depuis auxerre pour voir ma mère,VALID
18329,trajet   de puis  Pantin  vers  Lausanne,VALID
18330,"peux-tu  me  calculer  un  trajet  ['bruxelles',  'Bruxelles',  'brux',  'bruxel']  Chartres",VALID
18331,j'ai besoin d'aller de tours a metz,VALID
18332,trajet depuis montauban vers toulon,VALID
18333,j'aimerais  aller   de   Dijon  jusqu' à   Rennes,VALID
18334,JE VEUX ALLER DE MARSEILLE À DIJON,VALID
18335,Aller simple De carcassonne à clichy 💨,VALID
18336,je veux aller de sarlat-la-canéda à amiens demain matin,VALID
18337,"train ['toulousse', 'toulouse', 'toulouze', 'toulouz'] bergerac",VALID
18338,"de bruxelles à ['strasbourg', 'strasbourg', 'strasbour', 'strasburg']",VALID
18339,jveux aller de sartrouville a pessac,VALID
18340,"billet ['bordo', 'bordeaux', 'bordaux', 'bordoeux'] arles pour un rdv",VALID
18341,de niort vers Valence,VALID
18342,je souhaite Me rendre à Clichy Depuis moulins,VALID
18343,Depuis mende jusqu'à privas,VALID
18344,Peux-tu me Calculer un trajet Châteauroux Valence,VALID
18345,de Dunkirk vers Reims,VALID
18346,je cherche un train de lyon à périgueux,VALID
18347,aller simple de lorient à strasbourg 🚆,VALID
18348,TRAIN ROUBAIX CHAMPIGNY-SUR-MARNE AVEC MES BAGAGES,VALID
18349,train Arles Drancy,VALID
18350,"Jveux  un  train  pour  ['biarritz',  'biarritz',  'biaritz',  'biar']   de puis  courbevoie",VALID
18351,train Évreux Périgueux,VALID
18352,je veux rejoindre calais depuis figeac,VALID
18353,"JE DOIS ALLER À AUCH DEPUIS ['LIMOGE', 'LIMOGES', 'LIMOG', 'LIMOGESS'] POUR VOIR MA MÈRE",VALID
18354,"de ['nancy', 'Nancy', 'nancie', 'nanc'] vers hendaye",VALID
18355,peux-tu me calculer un trajet Clermont-Ferrand Auxerre,VALID
18356,je pars de Mont-de-Marsan pour rejoindre Cannes,VALID
18357,quels trains sont dispo de geneve vers millau,VALID
18358,"trajet lorient ['geneve', 'geneve', 'gen', 'gene'] pour ce soir",VALID
18359,"je veux aller de ['nimes', 'nîmes', 'nime', 'nim'] à Villeneuve-d'Ascq 🚄",VALID
18360,voyage Sarlat-la-Canéda Bergerac,VALID
18361,TRAIN CANNES CHÂTEAUROUX AVEC MES BAGAGES,VALID
18362,je pars de Le Mans pour rejoindre Boulogne-Billancourt,VALID
18363,dep Grenoble arr Vannes,VALID
18364,Lorient Carcassonne,VALID
18365,je veux rejoindre amiens depuis sarlat-la-canéda,VALID
18366,je pars de saint-jean-de-luz pour rejoindre libourne,VALID
18367,quel train existe entre vannes et dijon,VALID
18368,train bayonne narbonne,VALID
18369,je cherche un train de Antibes à Carcassonne,VALID
18370,je veux aller de Nîmes à Rennes demain matin,VALID
18371,quels  trains  Sont  dispo  De  Niort  vers  men de,VALID
18372,ON  PART  D'OÙ  POUR  ALLER  À  BRIANÇON,VALID
18373,J'AI BESOIN D'ALLER DE TOURCOING A METZ,VALID
18374,Auch > Champigny-sur-Marne,VALID
18375,train nevers antony avec mes bagages 📍,VALID
18376,depuis Nevers direction gap,VALID
18377,je veux aller de Nanterre a Dax,VALID
18378,peux-tu me trouver un train de villeurbanne à bergerac,VALID
18379,Clermont-Ferrand -> ales,VALID
