ID,Sentence,VALIDITY
7717,Direction antony,INVALID
7718,Drancy… ou peut-être Belfort… je sais pas,INVALID
7719,Vincennes Colmar ce sont mes amis,INVALID
7720,train Saint-Jean-de-Luz,INVALID
7721,Un jour j'irai peut-être à Paris,INVALID
7722,traiiin trajet Mont-de-Marsan lolz,INVALID
7723,je dois Bordeaux,INVALID
7724,Regarde cette vidéo sur Dunkirk,INVALID
7725,je veux aller à Mont-de-Marsan,INVALID
7726,Limoges Issy-les-Moulineaux c'est un bon match,INVALID
7727,Peux-tu écrire un poème sur épinay-sur-seine,INVALID
7728,train Castres,INVALID
7729,Peux-tu me donner un synonyme de Toulouse,INVALID
7730,je dois Calais,INVALID
7731,PEUX-TU ME DONNER UN SYNONYME DE ÉPINAY-SUR-SEINE,INVALID
7732,Je lis un article sur Briançon,INVALID
7733,Cannes est joli voilà,INVALID
7734,train Mulhouse,INVALID
7735,direction Limoges,INVALID
7736,Lorient c'est loin je crois,INVALID
7737,Auxerre est jolie en été,INVALID
7738,Peux-tu me donner un synonyme de Brest,INVALID
7739,Je vais acheter un vélo pour Auch,INVALID
7740,je dois appeler ma mère à Saint-Maur-des-Fossés,INVALID
7741,Châlons-en-Champagne ça s'écrit comment déjà,INVALID
7742,Un jour j'irai peut-être à Cahors,INVALID
7743,aller Brest,INVALID
7744,Quel temps fait-il à San Sebastián,INVALID
7745,je dois Vitry-sur-Seine,INVALID
7746,Je mange un croissant à Arcachon,INVALID
7747,Je lis un article sur Brest,INVALID
7748,Bondy… ou peut-être Figueres… je sais pas,INVALID
7749,Mon chat s'appelle Aulnay-sous-Bois,INVALID
7750,Neuilly-sur-Seine est joli voilà,INVALID
7751,Je voudrais foix,INVALID
7752,Versailles c'est mon chien,INVALID
7753,Est-ce que poitiers est une bonne ville pour étudier,INVALID
7754,Je suis à Figeac,INVALID
7755,direction issy-les-moulineaux,INVALID
7756,Reims ça s'écrit comment déjà,INVALID
7757,J'ai entendu que Millau est belle mais je ne voyage pas,INVALID
7758,trajet Nanterre,INVALID
7759,Clermont-Ferrand Alès c'est un bon match,INVALID
7760,Je suis à bordeaux,INVALID
7761,Saint-Paul… ou peut-être Évreux… je sais pas,INVALID
7762,Fontenay-sous-Bois Lyon ce sont mes amis,INVALID
7763,je pars de Colombes,INVALID
7764,Direction moulins,INVALID
7765,je veux aller à Antony,INVALID
7766,direction Figeac,INVALID
7767,je veux aller à Tourcoing,INVALID
7768,je vais acheter un vélo pour saint-paul,INVALID
7769,je veux aller à Narbonne,INVALID
7770,Carcassonne… ou peut-être Noisy-le-Grand… je sais pas,INVALID
7771,Vannes Cannes ce sont mes amis,INVALID
7772,J'aime le mot Hyères,INVALID
7773,traje Creteil,INVALID
7774,Arles est-elle une capitale,INVALID
7775,Girona ça s'écrit comment déjà,INVALID
7776,route Rodez Narbonne voiture,INVALID
7777,J'aime Cergy c'est une belle ville,INVALID
7778,train Arles,INVALID
7779,je dois appeler ma mère à Toulon,INVALID
7780,je voudrais Alès,INVALID
7781,je dois Mont-de-Marsan,INVALID
7782,aller Pau,INVALID
7783,traje Perpignan,INVALID
7784,J'ai entendu que Le Havre est belle mais je ne voyage pas,INVALID
7785,Albi est-elle une capitale,INVALID
7786,La Rochelle est jolie en été,INVALID
7787,Aulnay-sous-Bois… ou peut-être Foix… je sais pas,INVALID
7788,je pars de Auxerre,INVALID
7789,Je veux parler de Foix mais pas y aller,INVALID
7790,mon copain Évreux veut venir ce soir,INVALID
7791,Je veux parler de Bordeaux mais pas y aller,INVALID
7792,aller Mérignac,INVALID
7793,Peux-tu écrire un poème sur Arcachon,INVALID
7794,Peux-tu me donner un synonyme de Champigny-sur-Marne,INVALID
7795,j'aime le mot lyon,INVALID
7796,JE VOUDRAIS RENNES,INVALID
7797,Mérignac Girona c'est un bon match,INVALID
7798,J'ai entendu que Metz est belle mais je ne voyage pas,INVALID
7799,je voudrais pau,INVALID
7800,Je lis un article sur Angers,INVALID
7801,je pars de Sarlat-la-Caneda,INVALID
7802,Bondy Cergy c'est un bon match,INVALID
7803,Le ciel est bleu à Foix,INVALID
7804,Neuilly-sur-Seine est jolie en été,INVALID
7805,Paris Privas ce sont mes amis,INVALID
7806,train metz,INVALID
7807,JE VEUX ALLER À NIORT,INVALID
7808,Grasse est joli voilà,INVALID
7809,direction Saint-Denis,INVALID
7810,Direction rueil-malmaison,INVALID
7811,je dois Béziers,INVALID
7812,je dois appeler ma mère à Nice,INVALID
7813,Cannes Brive-la-Gaillarde ce sont mes amis,INVALID
7814,Quel est le meilleur sandwich à Bilbao,INVALID
7815,Perpignan Metz c'est un bon match,INVALID
7816,route Foix La Seyne-sur-Mer voiture,INVALID
7817,J'ai entendu que Albi est belle mais je ne voyage pas,INVALID
7818,Est-ce que Vincennes fait du bon pain d'épices,INVALID
7819,je veux aller à Hendaye,INVALID
7820,Regarde cette vidéo sur Toulouse,INVALID
7821,depuis Lons-le-Saunier,INVALID
7822,J'aime Évreux c'est une belle ville,INVALID
7823,je pars de Argenteuil,INVALID
7824,Barcelona… ou peut-être Mende… je sais pas,INVALID
7825,Je mange un croissant à Champigny-sur-Marne,INVALID
7826,J'aime le mot Cannes,INVALID
7827,J'ai entendu que Avignon est belle mais je ne voyage pas,INVALID
7828,Calais est-elle une capitale,INVALID
7829,Peux-tu ecrire un poeme sur cahors,INVALID
7830,J'ai entendu que Antibes est belle mais je ne voyage pas,INVALID
7831,depuis Gap,INVALID
7832,Quel temps fait-il à Châteauroux,INVALID
7833,Je lis un article sur Brive-la-Gaillarde,INVALID
7834,quelle heure est-il à Noisy-le-Grand,INVALID
7835,route Cannes Madrid voiture,INVALID
7836,BILLET HYÈRES,INVALID
7837,Regarde cette vidéo sur Libourne,INVALID
7838,je veux aller à Tarbes,INVALID
7839,train Sartrouville,INVALID
7840,Aix-en-Provence Pau ce sont mes amis,INVALID
7841,Peux-tu me donner un synonyme de Roubaix,INVALID
7842,Est-ce que Sèvres est une bonne ville pour étudier,INVALID
7843,route Grasse Vitry-sur-Seine voiture,INVALID
7844,depuis Digne-les-Bains,INVALID
7845,Cahors c'est mon chien,INVALID
7846,billet Lille,INVALID
7847,Colmar ça s'écrit comment déjà,INVALID
7848,aller Roubaix,INVALID
7849,je veux aller à Châlons-en-Champagne,INVALID
7850,Je vais acheter un vélo pour Sartrouville,INVALID
7851,je dois appeler ma mère à Calais,INVALID
7852,Cahors est joli voilà,INVALID
7853,Peux-tu écrire un poème sur montauban,INVALID
7854,Peux-tu écrire un poème sur Bondy,INVALID
7855,Billet millau,INVALID
7856,je dois Saint-Jean-de-Luz,INVALID
7857,Sarlat-la-Canéda ça s'écrit comment déjà,INVALID
7858,trajet Mende,INVALID
7859,Mon chat s'appelle Rennes,INVALID
7860,je dois Troyes,INVALID
7861,route Madrid Metz voiture,INVALID
7862,Quel temps fait-il à Laval,INVALID
7863,mon copain Colombes veut venir ce soir,INVALID
7864,Aulnay-sous-Bois est-elle une capitale,INVALID
7865,Je vais acheter un vélo pour Saint-Jean-de-Luz,INVALID
7866,Amiens La Seyne-sur-Mer ce sont mes amis,INVALID
7867,aller Vannes,INVALID
7868,Est-ce que chartres est une bonne ville pour étudier,INVALID
7869,je dois appeler ma mère à Le Havre,INVALID
7870,billet Roubaix,INVALID
7871,je pars de Antony,INVALID
7872,Je mange un croissant à Bayonne,INVALID
7873,billet La Rochelle,INVALID
7874,depuis Le Havre,INVALID
7875,Quel est le meilleur sandwich à Montpellier,INVALID
7876,Je suis à Évry,INVALID
7877,aller Digne-les-Bains,INVALID
7878,aller Gap,INVALID
7879,San Sebastián Aix-en-Provence c'est un bon match,INVALID
7880,Regarde cette vidéo sur Bobigny,INVALID
7881,route Aulnay-sous-Bois Argenteuil voiture,INVALID
7882,Bayonne… ou peut-être Colmar… je sais pas,INVALID
7883,un jour j'irai peut-être à gourdon,INVALID
7884,billet Périgueux,INVALID
7885,Je mange un croissant à Narbonne,INVALID
7886,train Clichy,INVALID
7887,je dois Cannes,INVALID
7888,Montpellier sera toujours Issy-les-Moulineaux,INVALID
7889,Je mange un croissant à Vincennes,INVALID
7890,Est-ce que Narbonne est une bonne ville pour étudier,INVALID
7891,aller Champigny-sur-Marne,INVALID
7892,depuis San Sebastián,INVALID
7893,Colombes sera toujours Montpellier,INVALID
7894,billet Champigny-sur-Marne,INVALID
7895,Peux-tu écrire un poème sur Perpignan,INVALID
7896,Périgueux c'est mon chien,INVALID
7897,Je veux aller tres loin un jour mais pas maintenant,INVALID
7898,Versailles Issy-les-Moulineaux c'est un bon match,INVALID
7899,direction Laval,INVALID
7900,Je mange un croissant à Cannes,INVALID
7901,Un jour j'irai peut-être à Moulins,INVALID
7902,je voudrais Créteil,INVALID
7903,J'aime le mot Annecy,INVALID
7904,Je vais acheter un vélo pour Tours,INVALID
7905,trajet Tours,INVALID
7906,Je suis à Roubaix,INVALID
7907,Quel temps fait-il à Bourges,INVALID
7908,route Poitiers Courbevoie voiture,INVALID
7909,Je veux parler de Cannes mais pas y aller,INVALID
7910,billet Châlons-en-Champagne,INVALID
7911,Je veux alé bien dans ma vie,INVALID
7912,Quel temps fait-il à Montauban,INVALID
7913,Je lis un article sur Caen,INVALID
7914,direction Arcachon,INVALID
7915,Je voudrais rouen,INVALID
7916,Lorient Bourges ce sont mes amis,INVALID
7917,direction Sète,INVALID
7918,ALLER TOULOUSE,INVALID
7919,Peux-tu écrire un poème sur Hendaye,INVALID
7920,Peux-tu me donner un synonyme de Hendaye,INVALID
7921,J'aime Saint-Étienne c'est une belle ville,INVALID
7922,Un jour j'irai peut-être à Avignon,INVALID
7923,depuis Bondy,INVALID
7924,traiiin trajet Privas lolz,INVALID
7925,Narbonne ça s'écrit comment déjà,INVALID
7926,Privas sera toujours Madrid,INVALID
7927,Nanterre est jolie en été,INVALID
7928,Peux-tu écrire un poème sur Mantes-la-Jolie,INVALID
7929,depuis Angers,INVALID
7930,Regarde cette vidéo sur Champigny-sur-Marne,INVALID
7931,J'ai entendu que Bilbao est belle mais je ne voyage pas,INVALID
7932,Annecy Courbevoie c'est un bon match,INVALID
7933,Un jour j'irai peut-être a Bondy,INVALID
7934,train Pau,INVALID
7935,DIJON ÇA S'ÉCRIT COMMENT DÉJÀ,INVALID
7936,Un jour j'irai peut-être à blois,INVALID
7937,Sète est-elle une capitale,INVALID
7938,Quel temps fait-il à Grasse,INVALID
7939,Quel est le meilleur sandwich à Brest,INVALID
7940,Quel est le meilleur sandwich à Nîmes,INVALID
7941,train Amiens,INVALID
7942,bayonne est-elle une capitale,INVALID
7943,Châlons-en-Champagne Versailles c'est un bon match,INVALID
7944,train Bobigny,INVALID
7945,je dois appeler ma mère à Valencia,INVALID
7946,Quel est le meilleur sandwich à Villeneuve-d'Ascq,INVALID
7947,Peux-tu me donner un synonyme de Saint-Maur-des-Fossés,INVALID
7948,aller Noisy-le-Grand,INVALID
7949,je vais acheter un vélo pour clichy,INVALID
7950,Le ciel est bleu à Asnières-sur-Seine,INVALID
7951,direction Arles,INVALID
7952,Est-ce que Bilbao est une bonne ville pour étudier,INVALID
7953,trajet Sartrouville,INVALID
7954,je dois Hendaye,INVALID
7955,Libourne… ou peut-être Orléans… je sais pas,INVALID
7956,Girona c'est mon chien,INVALID
7957,billet Cergy,INVALID
7958,Je vais acheter un vélo pour Brive-la-Gaillarde,INVALID
7959,Carcassonne c'est mon chien,INVALID
7960,traiiin trajet Limoges lolz,INVALID
7961,je veux aller à Angers,INVALID
7962,route Montreuil Chartres voiture,INVALID
7963,Mon chat s'appelle Boulogne-Billancourt,INVALID
7964,Argenteuil sera toujours Toulouse,INVALID
7965,route Nantes Foix voiture,INVALID
7966,depuis Amiens,INVALID
7967,ALLER VILLEURBANNE,INVALID
7968,J'aime Épinay-sur-Seine c'est une belle ville,INVALID
7969,La Seyne-sur-Mer sera toujours Reims,INVALID
7970,Amiens Lille ce sont mes amis,INVALID
7971,Je vais acheter un vélo pour reims,INVALID
7972,Regarde cette vidéo sur Valence,INVALID
7973,je dois appeler ma mère à Cahors,INVALID
7974,Asnières-sur-Seine sera toujours Reims,INVALID
7975,J'ai entendu que Grasse est belle mais je ne voyage pas,INVALID
7976,Fontenay-sous-Bois La Rochelle ce sont mes amis,INVALID
7977,aller Arles,INVALID
7978,Est-ce que Fontenay-sous-Bois fait du bon pain d'épices,INVALID
7979,je veux aller à Figeac,INVALID
7980,aller Montreuil,INVALID
7981,Est-ce que Madrid fait du bon pain d'épices,INVALID
7982,Nevers ça s'écrit comment déjà,INVALID
7983,depuis Tarbes,INVALID
7984,mon copain Montpellier veut venir ce soir,INVALID
7985,Mérignac c'est mon chien,INVALID
7986,Nantes c'est loin je crois,INVALID
7987,Châlons-en-Champagne c'est loin je crois,INVALID
7988,Le ciel est bleu à Pessac,INVALID
7989,je dois appeler ma mère à Avignon,INVALID
7990,depuis Marseille,INVALID
7991,un jour j'irai peut-être à châlons-en-champagne,INVALID
7992,direction Mende,INVALID
7993,Toulouse ça s'écrit comment déjà,INVALID
7994,aller Libourne,INVALID
7995,Cannes sera toujours Colmar,INVALID
7996,Peux-tu écrire un poème sur Arles,INVALID
7997,Je suis à Toulouse,INVALID
7998,J'aime Amiens c'est une belle ville,INVALID
7999,Billet sartrouville,INVALID
8000,Est-ce que Évry fait du bon pain d'épices,INVALID
8001,issy-les-moulineaux perpignan ce sont mes amis,INVALID
8002,direction Besançon,INVALID
8003,Sèvres sera toujours Champigny-sur-Marne,INVALID
8004,billet Tourcoing,INVALID
8005,train Agen,INVALID
8006,Cergy sera toujours Sartrouville,INVALID
8007,Est-ce que Valence fait du bon pain d'épices,INVALID
8008,train Orleans,INVALID
8009,Est-ce que Montreuil fait du bon pain d'épices,INVALID
8010,Peux-tu écrire un poème sur Mont-de-Marsan,INVALID
8011,je voudrais Besançon,INVALID
8012,Je lis un article sur Lons-le-Saunier,INVALID
8013,depuis Sarlat-la-Canéda,INVALID
8014,Vannes… ou peut-être Grasse… je sais pas,INVALID
8015,Peux-tu me donner un synonyme de Figeac,INVALID
8016,train Gourdon,INVALID
8017,Bourges sera toujours Bergerac,INVALID
8018,Dax est joli voilà,INVALID
8019,billet Libourne,INVALID
8020,mon copain Antibes veut venir ce soir,INVALID
8021,Je mange un croissant à Clichy,INVALID
8022,je veux aller à Briançon,INVALID
8023,Est-ce que Alès est une bonne ville pour étudier,INVALID
8024,Quel temps fait-il à Vincennes,INVALID
8025,Est-ce que Dunkirk est une bonne ville pour étudier,INVALID
8026,Rennes est-elle une capitale,INVALID
8027,Bordeaux villeneuve-d'ascq c'est un bon match,INVALID
8028,Sartrouville… ou peut-être auxerre… je sais pas,INVALID
8029,Je vais acheter un vélo pour Annecy,INVALID
8030,Sète… ou peut-être Auxerre… je sais pas,INVALID
8031,Troyes est jolie en été,INVALID
8032,J'aime Albi c'est une belle ville,INVALID
8033,Je vais acheter un vélo pour Grenoble,INVALID
8034,Peux-tu me donner un synonyme de cahors,INVALID
8035,je veux aller à Lille,INVALID
8036,Nanterre Châlons-en-Champagne ce sont mes amis,INVALID
8037,Je veux parler de Libourne mais pas y aller,INVALID
8038,Auch est joli voilà,INVALID
8039,DIRECTION NEUILLY-SUR-SEINE,INVALID
8040,quelle heure est-il à Vincennes,INVALID
8041,Meaux Issy-les-Moulineaux ce sont mes amis,INVALID
8042,Metz sera toujours brive-la-gaillarde,INVALID
8043,direction Libourne,INVALID
8044,Est-ce que Lons-le-Saunier est une bonne ville pour étudier,INVALID
8045,Regarde cette vidéo sur Châteauroux,INVALID
8046,Je mange un croissant à Rodez,INVALID
8047,Châlons-en-Champagne sera toujours Mont-de-Marsan,INVALID
8048,Nice… ou peut-être Laval… je sais pas,INVALID
8049,je dois Poitiers,INVALID
8050,Je veux parler de Cahors mais pas y aller,INVALID
8051,quel temps fait-il à cannes,INVALID
8052,je voudrais Pessac,INVALID
8053,Albi Saint-Étienne c'est un bon match,INVALID
8054,je dois appeler ma mère à Châlons-en-Champagne,INVALID
8055,je dois appeler ma mère à Alès,INVALID
8056,Argenteuil Biarritz ce sont mes amis,INVALID
8057,Valencia est-elle une capitale,INVALID
8058,Rodez… ou peut-être Arcachon… je sais pas,INVALID
8059,je veux aller à Hyères,INVALID
8060,traiiin trajet Évry lolz,INVALID
8061,Versailles Calais c'est un bon match,INVALID
8062,Je mange un croissant à Vannes,INVALID
8063,train Noisy-le-Grand,INVALID
8064,Peux-tu me donner un synonyme de Brive-la-Gaillarde,INVALID
8065,Je mange un croissant à Sartrouville,INVALID
8066,Est-ce que Châlons-en-Champagne fait du bon pain d'épices,INVALID
8067,Montpellier ça s'écrit comment déjà,INVALID
8068,Peux-tu écrire un poeme sur Sarlat-la-Canéda,INVALID
8069,quelle heure est-il à Marseille,INVALID
8070,Créteil antony c'est un bon match,INVALID
8071,direction Bayonne,INVALID
8072,Poitiers c'est loin je crois,INVALID
8073,je dois Meaux,INVALID
8074,billet Brive-la-Gaillarde,INVALID
8075,Est-ce que Albi est une bonne ville pour étudier,INVALID
8076,strasbourg briançon ce sont mes amis,INVALID
8077,J'ai entendu que Béziers est belle mais je ne voyage pas,INVALID
8078,Peux-tu me donner un synonyme de Montpellier,INVALID
8079,Lons-le-Saunier Créteil c'est un bon match,INVALID
8080,PEUX-TU ÉCRIRE UN POÈME SUR BARCELONA,INVALID
8081,quelle heure est-il à Libourne,INVALID
8082,route Caen Sartrouville voiture,INVALID
8083,je voudrais Bondy,INVALID
8084,route Agen Besançon voiture,INVALID
8085,direction Rennes,INVALID
8086,Je suis à Sarlat-la-Canéda,INVALID
8087,aller Courbevoie,INVALID
8088,peux-tu écrire un poème sur grasse,INVALID
8089,Sète c'est loin je crois,INVALID
8090,Épinay-sur-Seine Libourne c'est un bon match,INVALID
8091,Je vais acheter un vélo pour Le Mans,INVALID
8092,direction Sarlat-la-Canéda,INVALID
8093,Auxerre Le Mans ce sont mes amis,INVALID
8094,train Nice,INVALID
8095,Est-ce que Bordeaux est une bonne ville pour étudier,INVALID
8096,Le ciel est bleu à Saint-Denis,INVALID
8097,je dois Metz,INVALID
8098,Je suis à Valencia,INVALID
8099,je dois Rennes,INVALID
8100,depuis La Seyne-sur-Mer,INVALID
8101,Le ciel est bleu à Versailles,INVALID
8102,je voudrais Briançon,INVALID
8103,Vincennes est-elle une capitale,INVALID
8104,Saint-Maur-des-Fossés Amiens ce sont mes amis,INVALID
8105,je dois Noisy-le-Grand,INVALID
8106,mon copain Villeneuve-d'Ascq veut venir ce soir,INVALID
8107,route Clermont-Ferrand Versailles voiture,INVALID
8108,trajet Nancy,INVALID
8109,quelle heure est-il à Bourges,INVALID
8110,Vincennes sera toujours Pantin,INVALID
8111,billet Saint-Jean-de-Luz,INVALID
8112,Rueil-Malmaison est jolie en été,INVALID
8113,je suis à évreux,INVALID
8114,J'aime le mot Dijon,INVALID
8115,Je lis un article sur Versailles,INVALID
8116,je dois appeler ma mère à Girona,INVALID
8117,Mon chat s'appelle Clichy,INVALID
8118,Mantes-la-Jolie est joli voilà,INVALID
8119,Châteauroux Figueres c'est un bon match,INVALID
8120,Lorient Chartres c'est un bon match,INVALID
8121,je pars de Digne-les-Bains,INVALID
8122,Je suis à Laval,INVALID
8123,je pars de Clamart,INVALID
8124,je dois appeler ma mère à Lons-le-Saunier,INVALID
8125,je veux aller a Madrid,INVALID
8126,Blois c'est mon chien,INVALID
8127,je dois appeler ma mère à Valence,INVALID
8128,depuis Mérignac,INVALID
8129,je veux aller à Cahors,INVALID
8130,Niort… ou peut-être Antony… je sais pas,INVALID
8131,trajet Amiens,INVALID
8132,train Clamart,INVALID
8133,quelle heure est-il à Antony,INVALID
8134,Quel est le meilleur sandwich à Laval,INVALID
8135,Asnières-sur-Seine est joli voilà,INVALID
8136,Alès Calais ce sont mes amis,INVALID
8137,Est-ce que Auch fait du bon pain d'épices,INVALID
8138,Je dois colmar,INVALID
8139,quelle heure est-il à Drancy,INVALID
8140,Quel temps fait-il à Auch,INVALID
8141,Avignon est jolie en été,INVALID
8142,Je vais acheter un vélo pour Bobigny,INVALID
8143,Mon chat s'appelle Lorient,INVALID
8144,direction Noisy-le-Grand,INVALID
8145,San Sebastián Troyes c'est un bon match,INVALID
8146,traiiin trajet Figueres lolz,INVALID
8147,quelle heure est-il à Clamart,INVALID
8148,traiiin trajet La Seyne-sur-Mer lolz,INVALID
8149,J'ai entendu que Fontenay-sous-Bois est belle mais je ne voyage pas,INVALID
8150,Barcelona ça s'écrit comment déjà,INVALID
8151,Bilbao Cergy c'est un bon match,INVALID
8152,Boulogne-Billancourt Orléans ce sont mes amis,INVALID
8153,Train nanterre,INVALID
8154,Direction belfort,INVALID
8155,Est-ce que Valence est une bonne ville pour étudier,INVALID
8156,traiiin trajet Avignon lolz,INVALID
8157,direction Dunkirk,INVALID
8158,Belfort est jolie en été,INVALID
8159,mon copain Valencia veut venir ce soir,INVALID
8160,train Troyes,INVALID
8161,train mont-de-marsan,INVALID
8162,Le ciel est bleu à Évry,INVALID
8163,route Dunkirk Mantes-la-Jolie voiture,INVALID
8164,Le ciel est bleu à Courbevoie,INVALID
8165,Aulnay-sous-Bois c'est mon chien,INVALID
8166,aller Villeneuve-d'Ascq,INVALID
8167,Rodez Neuilly-sur-Seine ce sont mes amis,INVALID
8168,je voudrais Bourges,INVALID
8169,J'ai entendu que Montreuil est belle mais je ne voyage pas,INVALID
8170,train Saint-Paul,INVALID
8171,je pars de Dunkirk,INVALID
8172,Béziers est jolie en été,INVALID
8173,Mantes-la-jolie ça s'écrit comment déjà,INVALID
8174,je dois appeler ma mère à Hyères,INVALID
8175,Je veux parler de Nantes mais pas y aller,INVALID
8176,je dois Toulouse,INVALID
8177,trajet Cannes,INVALID
8178,J'ai entendu que Moulins est belle mais je ne voyage pas,INVALID
8179,Est-ce que Évreux fait du bon pain d'épices,INVALID
8180,Mérignac sera toujours Biarritz,INVALID
8181,Libourne est-elle une capitale,INVALID
8182,grenoble arcachon ce sont mes amis,INVALID
8183,Regarde cette vidéo sur Issy-les-Moulineaux,INVALID
8184,quelle heure est-il à Nancy,INVALID
8185,J'ai du travail a faire,INVALID
8186,Est-ce que Villeurbanne est une bonne ville pour étudier,INVALID
8187,aller Périgueux,INVALID
8188,aller Figueres,INVALID
8189,alé Le Havre,INVALID
8190,JE VEUX ALLER À NANCY,INVALID
8191,traiiin trajet Dax lolz,INVALID
8192,Villeurbanne Lons-le-Saunier c'est un bon match,INVALID
8193,route Perpignan Mérignac voiture,INVALID
8194,Briançon c'est loin je crois,INVALID
8195,aller Aulnay-sous-Bois,INVALID
8196,J'ai entendu que Meaux est belle mais je ne voyage pas,INVALID
8197,je pars de nanterre,INVALID
8198,Argenteuil Cahors ce sont mes amis,INVALID
8199,Peux-tu écrire un poème sur Hyères,INVALID
8200,Mérignac… ou peut-être Bondy… je sais pas,INVALID
8201,Depuis saint-étienne,INVALID
8202,Saint-Maur-des-Fossés… ou peut-être Figeac… je sais pas,INVALID
8203,Toulon Nantes c'est un bon match,INVALID
8204,Quel est le meilleur sandwich à Nantes,INVALID
8205,Est-ce que biarritz fait du bon pain d'épices,INVALID
8206,Grasse sera toujours Nevers,INVALID
8207,Quel est le meilleur sandwich à Besançon,INVALID
8208,je dois appeler ma mère à Marseille,INVALID
8209,direction Brest,INVALID
8210,je voudrais Calais,INVALID
8211,billet Lyon,INVALID
8212,Nevers est-elle une capitale,INVALID
8213,direction Castres,INVALID
8214,Cannes Perpignan c'est un bon match,INVALID
8215,Figeac… ou peut-être Valencia… je sais pas,INVALID
8216,je veu aller à Bayonne,INVALID
8217,Issy-les-Moulineaux est-elle une capitale,INVALID
8218,trajet Besançon,INVALID
8219,billet Privas,INVALID
8220,Je pars de grasse,INVALID
8221,Je mange un croissant à Avignon,INVALID
8222,Peux-tu me donner un synonyme de Bergerac,INVALID
8223,Regarde cette vidéo sur Biarritz,INVALID
8224,J'ai entendu que Belfort est belle mais je ne voyage pas,INVALID
8225,J'aime Grasse c'est une belle ville,INVALID
8226,Regarde cette vidéo sur Aix-en-Provence,INVALID
8227,Est-ce que Gap fait du bon pain d'épices,INVALID
8228,Clermont-ferrand montpellier ce sont mes amis,INVALID
8229,Alès Millau c'est un bon match,INVALID
8230,direction Rodez,INVALID
8231,je dois Grenoble,INVALID
8232,Je veux parler de Courbevoie mais pas y aller,INVALID
8233,je pars de Mont-de-Marsan,INVALID
8234,route Colombes Rouen voiture,INVALID
8235,train Chartres,INVALID
8236,Grenoble est joli voilà,INVALID
8237,Je vais acheter un vélo pour Bayonne,INVALID
8238,J'ai entendu que Pessac est belle mais je ne voyage pas,INVALID
8239,route Aix-en-Provence Poitiers voiture,INVALID
8240,Quel est le meilleur sandwich à Cannes,INVALID
8241,route Girona Valencia voiture,INVALID
8242,je voudrais privas,INVALID
8243,Je mange un croissant à Reims,INVALID
8244,mon copain Évry veut venir ce soir,INVALID
8245,je voudré Mulhouse,INVALID
8246,aller Nîmes,INVALID
8247,Je veux parler de Belfort mais pas y aller,INVALID
8248,Je veux parler de Dax mais pas y aller,INVALID
8249,Quel est le meilleur sandwich à Figeac,INVALID
8250,train montauban,INVALID
8251,J'ai entendu que Colombes est belle mais je ne voyage pas,INVALID
8252,Auxerre sera toujours Antony,INVALID
8253,je dois Belfort,INVALID
8254,Peux-tu écrire un poème sur Metz,INVALID
8255,Je vais peut-être eventuellement songer a partir,INVALID
8256,Saint-Paul est jolie en été,INVALID
8257,trajet Grasse,INVALID
8258,Je suis à Rueil-Malmaison,INVALID
8259,Quel est le meilleur sandwich à Fontenay-sous-Bois,INVALID
8260,Regarde cette vidéo sur Grasse,INVALID
8261,MON COPAIN BARCELONA VEUT VENIR CE SOIR,INVALID
8262,Regarde cette vidéo sur Auch,INVALID
8263,J'aime Villeurbanne c'est une belle ville,INVALID
8264,Je veux parler de Sète mais pas y aller,INVALID
8265,Versailles ça s'écrit comment déjà,INVALID
8266,depuis Épinay-sur-Seine,INVALID
8267,Est-ce que rueil-malmaison fait du bon pain d'épices,INVALID
8268,je pars de Nantes,INVALID
8269,Saint-Jean-de-Luz est-elle une capitale,INVALID
8270,Montreuil Sète c'est un bon match,INVALID
8271,aller Blois,INVALID
8272,Je mange un croissant à Grenoble,INVALID
8273,Je mange un croissant à Figueres,INVALID
8274,billet Arles,INVALID
8275,quelle heure est-il à Foix,INVALID
8276,Niort ça s'écrit comment déjà,INVALID
8277,J'ai entendu que La Rochelle est belle mais je ne voyage pas,INVALID
8278,Quelle heure est-il à privas,INVALID
8279,direction Bourges,INVALID
8280,j'aime le mot boulogne-billancourt,INVALID
8281,je veux aller à Besançon,INVALID
8282,route Limoges Tours voiture,INVALID
8283,trajet Aulnay-sous-Bois,INVALID
8284,La Rochelle c'est loin je crois,INVALID
8285,billet Vincennes,INVALID
8286,quelle heure est-il à Clermont-Ferrand,INVALID
8287,je voudrais Biarritz,INVALID
8288,trajet Bordeaux,INVALID
8289,Orléans c'est mon chien,INVALID
8290,direction Paris,INVALID
8291,Marseille c'est loin je crois,INVALID
8292,Belfort est joli voilà,INVALID
8293,J'aime le mot Girona,INVALID
8294,quelle heure est-il à Figeac,INVALID
8295,J'ai entendu que Évry est belle mais je ne voyage pas,INVALID
8296,Regarde cette vidéo sur Hendaye,INVALID
8297,je veux parler de strasbourg mais pas y aller,INVALID
8298,trajet Hendaye,INVALID
8299,Je vais acheter un vélo pour Arles,INVALID
8300,Quelle heure est-il à perpignan,INVALID
8301,Regarde cette vidéo sur Barcelona,INVALID
8302,depuis Chartres,INVALID
8303,route Foix Marseille voiture,INVALID
8304,Tours ça s'écrit comment déjà,INVALID
8305,Lyon est-elle une capitale,INVALID
8306,Je dois appeler ma mère à la seyne-sur-mer,INVALID
8307,depuis Auch,INVALID
